English Name,Scientific Name,SoIB 2023 Priority Status,SoIB 2023 Long-term Trend Status,SoIB 2023 Current Annual Trend Status,SoIB 2023 Distribution Range Size Status,eBird English Name 2022,eBird Scientific Name 2022,BLI English Name 2022,BLI Scientific Name 2022,Order,Family,Breeding Activity Period,Non-breeding Activity Period,Diet Guild,Endemicity,Endemic to India,Endemic to Subcontinent,Endemic to Himalaya,Habitat Specialization,Migratory Status within India,Restricted to Islands,IUCN Category,WPA Schedule,CITES Appendix,CMS Appendix,1% Population Threshold,Selected for SoIB,Selected for Long-term Trend,Selected for Current Annual Trend,Long-term Trend LCI,Long-term Trend Mean,Long-term Trend UCI,Current Annual Trend LCI,Current Annual Trend Mean,Current Annual Trend UCI,Distribution Range Size LCI,Distribution Range Size Mean,Distribution Range Size UCI,Number of Grids,Range Coverage (Pre-2000),Range Coverage (Current),Range Coverage (2022),Grid Coverage Mean,Grid Coverage CI,Projected % Decline in 3 Generations,Regional Red List Category,SoIB 2020 Concern Status,SoIB 2020 Long-term Trend Status,SoIB 2020 Current Annual Trend Status,SoIB 2020 Distribution Range Size Status
Maroon-backed Accentor,Prunella immaculata,,,,,Maroon-backed Accentor,Prunella immaculata,Maroon-backed Accentor,Prunella immaculata,Passeriformes,Prunellidae (Accentors),Diurnal,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,34,18,31,38,12,2,,,Moderate,Data Deficient,Data Deficient,
House Sparrow,Passer domesticus,Moderate,Trend Inconclusive,Decline,Very Large,House Sparrow,Passer domesticus,House Sparrow,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-26.2,-18,-8.8,-4,-3,-2,1977560,1977880,1978200,3683,10,45,61,9,0,24,,Low,Stable,Stable,Very Large
Spanish Sparrow,Passer hispaniolensis,,,,,Spanish Sparrow,Passer hispaniolensis,Spanish Sparrow,Passer hispaniolensis,Passeriformes,Passeridae (Old World Sparrows),Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,50,24,14,20,14,2,,,,,,
Sind Sparrow,Passer pyrrhonotus,Low,Insufficient Data,Trend Inconclusive,Moderate,Sind Sparrow,Passer pyrrhonotus,Sind Sparrow,Passer pyrrhonotus,Passeriformes,Passeridae (Old World Sparrows),Diurnal,Diurnal,Plant & Seed,Indus Plains,FALSE,TRUE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,FALSE,TRUE,,,,-5.6,-2.3,0.9,101750,102480,103210,115,2,28,39,10,1,,,Moderate,Data Deficient,Data Deficient,Moderate
Russet Sparrow,Passer cinnamomeus,Low,Trend Inconclusive,Stable,Moderate,Russet Sparrow,Passer cinnamomeus,Russet Sparrow,Passer cinnamomeus,Passeriformes,Passeridae (Old World Sparrows),Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,21.3,44.2,72.7,-1.8,0,1.8,167460,167740,168020,298,13,47,61,10,1,,,Low,Uncertain,Uncertain,Moderate
Eurasian Tree Sparrow,Passer montanus,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Eurasian Tree Sparrow,Passer montanus,Eurasian Tree Sparrow,Passer montanus,Passeriformes,Passeridae (Old World Sparrows),Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-44.4,-33.5,-21.2,-3.1,-1.4,0.3,170220,170560,170900,287,11,36,60,9,1,,,Low,Uncertain,Uncertain,Moderate
Yellow-throated Sparrow,Gymnoris xanthocollis,Low,Trend Inconclusive,Stable,Very Large,Yellow-throated Sparrow,Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,Gymnoris xanthocollis,Passeriformes,Passeridae (Old World Sparrows),Diurnal,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-32.5,-18.8,-4.2,-1.9,0,2,1396680,1397290,1397900,1831,7,34,53,11,0,,,Low,Stable,Uncertain,Very Large
Rock Sparrow,Petronia petronia,,,,,Rock Sparrow,Petronia petronia,Rock Sparrow,Petronia petronia,Passeriformes,Passeridae (Old World Sparrows),Diurnal,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Pale Rockfinch,Carpospiza brachydactyla,,,,,Pale Rockfinch,Carpospiza brachydactyla,Pale Sparrow,Carpospiza brachydactyla,Passeriformes,Passeridae (Old World Sparrows),Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,1,,,,23,,,,,,,
Black-winged Snowfinch,Montifringilla adamsi,Moderate,Insufficient Data,Insufficient Data,Restricted,Black-winged Snowfinch,Montifringilla adamsi,Black-winged Snowfinch,Montifringilla adamsi,Passeriformes,Passeridae (Old World Sparrows),Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,FALSE,FALSE,,,,,,,40380,40690,41000,67,19,39,63,6,1,,,,,,
White-rumped Snowfinch,Onychostruthus taczanowskii,,,,,White-rumped Snowfinch,Montifringilla taczanowskii,White-rumped Snowfinch,Onychostruthus taczanowskii,Passeriformes,Passeridae (Old World Sparrows),Diurnal,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,7,,31,43,6,2,,,,,,
Rufous-necked Snowfinch,Pyrgilauda ruficollis,,,,,Rufous-necked Snowfinch,Montifringilla ruficollis,Rufous-necked Snowfinch,Pyrgilauda ruficollis,Passeriformes,Passeridae (Old World Sparrows),Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,7,,33,100,10,5,,,,,,
Blanford's Snowfinch,Pyrgilauda blanfordi,,,,,Blanford's Snowfinch,Montifringilla blanfordi,Plain-backed Snowfinch,Pyrgilauda blanfordi,Passeriformes,Passeridae (Old World Sparrows),Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,33,3,22,39,7,1,,,,,,
Forest Wagtail,Dendronanthus indicus,High,Rapid Decline,Rapid Decline,Moderate,Forest Wagtail,Dendronanthus indicus,Forest Wagtail,Dendronanthus indicus,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Winter Migrant,FALSE,Least Concern,Schedule-I,,Appendix II,,TRUE,TRUE,TRUE,-78.7,-73.7,-67.5,-8.5,-7.2,-5.9,175850,175850,175850,380,11,35,43,17,1,45,Vulnerable,High,Strong Decline,Strong Decline,Moderate
Grey Wagtail,Motacilla cinerea,Moderate,Decline,Rapid Decline,Very Large,Gray Wagtail,Motacilla cinerea,Grey Wagtail,Motacilla cinerea,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-52.7,-46.8,-39.8,-5.2,-4.1,-3.1,1003780,1003780,1003780,2314,11,38,53,11,0,27,,Low,Stable,Uncertain,Very Large
Western Yellow Wagtail,Motacilla flava,Moderate,Trend Inconclusive,Rapid Decline,Very Large,Western Yellow Wagtail,Motacilla flava,Western Yellow Wagtail,Motacilla flava,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-44.3,-35,-24.4,-5.8,-4.6,-3.4,1510510,1511080,1511650,2027,8,37,48,11,0,29,,Low,Stable,Uncertain,Very Large
Eastern Yellow Wagtail,Motacilla tschutschensis,,,,,Eastern Yellow Wagtail,Motacilla tschutschensis,Eastern Yellow Wagtail,Motacilla tschutschensis,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Citrine Wagtail,Motacilla citreola,Moderate,Trend Inconclusive,Decline,Large,Citrine Wagtail,Motacilla citreola,Citrine Wagtail,Motacilla citreola,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-35.4,-24.4,-12.9,-4.5,-3.3,-2.1,601370,601370,601370,1454,8,32,44,10,0,19,,Low,Uncertain,Uncertain,Large
White-browed Wagtail,Motacilla maderaspatensis,Low,Trend Inconclusive,Stable,Very Large,White-browed Wagtail,Motacilla maderaspatensis,White-browed Wagtail,Motacilla maderaspatensis,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-39.2,-32,-23.8,-1.4,-0.2,1.1,1868610,1869090,1869570,2565,8,42,57,10,0,,,Moderate,Moderate Decline,Strong Decline,Very Large
White Wagtail,Motacilla alba,Moderate,Decline,Rapid Decline,Very Large,White Wagtail,Motacilla alba,White Wagtail,Motacilla alba,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Within-India Migrant & Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-57,-51.4,-45.3,-6.1,-5.2,-4.2,1560790,1561240,1561690,2637,9,35,49,9,0,35,,Moderate,Moderate Decline,Uncertain,Very Large
Richard's Pipit,Anthus richardi,Low,Insufficient Data,Insufficient Data,Moderate,Richard's Pipit,Anthus richardi,Richard's Pipit,Anthus richardi,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,FALSE,FALSE,,,,,,,83880,83880,83880,244,10,21,28,17,1,,,Moderate,Strong Decline,Uncertain,Moderate
Paddyfield Pipit,Anthus rufulus,Low,Stable,Decline,Very Large,Paddyfield Pipit,Anthus rufulus,Paddyfield Pipit,Anthus rufulus,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-23.1,-11.4,1.8,-4,-2.7,-1.5,1936700,1937240,1937780,2607,7,39,55,10,0,14,,Low,Stable,Uncertain,Very Large
Long-billed Pipit,Anthus similis,Moderate,Rapid Decline,Trend Inconclusive,Large,Long-billed Pipit,Anthus similis,Long-billed Pipit,Anthus similis,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland & Scrub,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-70,-62.1,-52.5,-5.7,-3.4,-1,283850,284610,285370,359,7,25,33,13,1,,,Low,Data Deficient,Uncertain,Moderate
Blyth's Pipit,Anthus godlewskii,Low,Insufficient Data,Trend Inconclusive,Moderate,Blyth's Pipit,Anthus godlewskii,Blyth's Pipit,Anthus godlewskii,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,FALSE,TRUE,,,,7.4,13.9,20.3,172850,172850,172850,354,2,26,37,16,1,,,Low,Data Deficient,Uncertain,Moderate
Tawny Pipit,Anthus campestris,High,Rapid Decline,Rapid Decline,Large,Tawny Pipit,Anthus campestris,Tawny Pipit,Anthus campestris,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-72.4,-67.1,-60.7,-7.5,-6.4,-5.2,718750,719480,720210,853,7,28,38,12,0,42,,Moderate,Moderate Decline,Uncertain,Large
Nilgiri Pipit,Anthus nilghiriensis,High,Trend Inconclusive,Trend Inconclusive,Very Restricted,Nilgiri Pipit,Anthus nilghiriensis,Nilgiri Pipit,Anthus nilghiriensis,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Western Ghats,TRUE,TRUE,FALSE,Grassland,Resident,FALSE,Vulnerable,Schedule-I,,Appendix II,,TRUE,TRUE,TRUE,-86.7,-76.4,-58.8,-6.4,-1.1,4.2,7350,7350,7350,13,31,49,54,23,1,,,High,Uncertain,Strong Decline,Restricted
Upland Pipit,Anthus sylvanus,Low,Insufficient Data,Insufficient Data,Moderate,Upland Pipit,Anthus sylvanus,Upland Pipit,Anthus sylvanus,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland & Scrub,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,FALSE,FALSE,,,,,,,49990,50470,50950,82,17,28,46,13,1,,,Moderate,Data Deficient,Data Deficient,Moderate
Meadow Pipit,Anthus pratensis,,,,,Meadow Pipit,Anthus pratensis,Meadow Pipit,Anthus pratensis,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Uncertain,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Rosy Pipit,Anthus roseatus,Low,Trend Inconclusive,Stable,Moderate,Rosy Pipit,Anthus roseatus,Rosy Pipit,Anthus roseatus,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Within-India Migrant & Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-43,-30,-12.5,-1.2,1.1,3.5,189510,190210,190910,364,11,29,45,11,1,,,Low,Uncertain,Uncertain,Moderate
Tree Pipit,Anthus trivialis,Moderate,Decline,Decline,Very Large,Tree Pipit,Anthus trivialis,Tree Pipit,Anthus trivialis,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-63.8,-55.4,-44.6,-6.5,-4.8,-3,1042770,1043470,1044170,1208,7,29,44,12,0,26,,Low,Uncertain,Uncertain,Large
Olive-backed Pipit,Anthus hodgsoni,High,Rapid Decline,Decline,Large,Olive-backed Pipit,Anthus hodgsoni,Olive-backed Pipit,Anthus hodgsoni,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Within-India Migrant & Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,TRUE,TRUE,TRUE,-71.8,-66.2,-59.7,-5.2,-3.8,-2.3,549800,550430,551060,840,11,30,45,12,0,21,,Moderate,Moderate Decline,Uncertain,Large
Red-throated Pipit,Anthus cervinus,,,,,Red-throated Pipit,Anthus cervinus,Red-throated Pipit,Anthus cervinus,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Passage Migrant & Localized Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,16,19,25,31,15,4,,,,,,
Water Pipit,Anthus spinoletta,,,,,Water Pipit,Anthus spinoletta,Water Pipit,Anthus spinoletta,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,44,14,24,20,12,2,,,,,,
Buff-bellied Pipit,Anthus rubescens,,,,,American Pipit,Anthus rubescens,Buff-bellied Pipit,Anthus rubescens,Passeriformes,Motacillidae (Wagtails and Pipits),Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,,FALSE,FALSE,FALSE,,,,,,,,,,4,,33,25,17,4,,,,,,
Common Chaffinch,Fringilla coelebs,,,,,Common Chaffinch,Fringilla coelebs,Common Chaffinch,Fringilla coelebs,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Winter Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,10,30,25,30,15,3,,,,,,
Brambling,Fringilla montifringilla,,,,,Brambling,Fringilla montifringilla,Brambling,Fringilla montifringilla,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Winter Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,20,5,24,45,12,2,,,,,,
Black-and-yellow Grosbeak,Mycerobas icterioides,Low,Insufficient Data,Trend Inconclusive,Moderate,Black-and-yellow Grosbeak,Mycerobas icterioides,Black-and-yellow Grosbeak,Mycerobas icterioides,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Western Himalayas,FALSE,FALSE,TRUE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,FALSE,TRUE,,,,-4.1,-1.3,1.4,62220,62770,63320,88,22,32,48,11,1,,,Moderate,Data Deficient,Data Deficient,Moderate
Collared Grosbeak,Mycerobas affinis,Moderate,Insufficient Data,Insufficient Data,Restricted,Collared Grosbeak,Mycerobas affinis,Collared Grosbeak,Mycerobas affinis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,FALSE,FALSE,,,,,,,32750,33490,34230,46,11,21,30,14,2,,,Moderate,Data Deficient,Data Deficient,Restricted
Spot-winged Grosbeak,Mycerobas melanozanthos,Low,Insufficient Data,Trend Inconclusive,Moderate,Spot-winged Grosbeak,Mycerobas melanozanthos,Spot-winged Grosbeak,Mycerobas melanozanthos,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,FALSE,TRUE,,,,-6.5,-2.4,1.6,49410,49980,50550,73,7,31,44,13,1,,,Moderate,Data Deficient,Data Deficient,Moderate
White-winged Grosbeak,Mycerobas carnipes,,,,,White-winged Grosbeak,Mycerobas carnipes,White-winged Grosbeak,Mycerobas carnipes,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,45,16,22,42,11,2,,,,,,
Hawfinch,Coccothraustes coccothraustes,,,,,Hawfinch,Coccothraustes coccothraustes,Hawfinch,Coccothraustes coccothraustes,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Common Rosefinch,Carpodacus erythrinus,Moderate,Trend Inconclusive,Decline,Large,Common Rosefinch,Carpodacus erythrinus,Common Rosefinch,Carpodacus erythrinus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,TRUE,TRUE,-34.3,-23.8,-9.3,-5.1,-3.8,-2.6,353880,353880,353880,974,9,32,45,13,0,23,,Low,Uncertain,Uncertain,Large
Scarlet Finch,Carpodacus sipahi,,,,,Scarlet Finch,Carpodacus sipahi,Scarlet Finch,Carpodacus sipahi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,61,10,33,49,14,2,,,Low,Data Deficient,Uncertain,
Blyth's Rosefinch,Carpodacus grandis,Moderate,Insufficient Data,Insufficient Data,Restricted,Blyth's Rosefinch,Carpodacus grandis,Red-mantled Rosefinch,Carpodacus rhodochlamys,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Himalayas,FALSE,FALSE,TRUE,Non-specialized,Resident & Altitudinal Migrant,FALSE,Not Recognised,Schedule-II,,,,TRUE,FALSE,FALSE,,,,,,,24640,25240,25840,32,3,20,41,11,2,,,Moderate,Data Deficient,Data Deficient,Restricted
Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,Moderate,Insufficient Data,Insufficient Data,Restricted,Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,Beautiful Rosefinch,Carpodacus pulcherrimus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,,TRUE,FALSE,FALSE,,,,,,,16370,16750,17130,33,6,27,36,10,2,,,,,,
Pink-rumped Rosefinch,Carpodacus waltoni,,,,,Pink-rumped Rosefinch,Carpodacus waltoni,Pink-rumped Rosefinch,Carpodacus waltoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Dark-rumped Rosefinch,Carpodacus edwardsii,Moderate,Insufficient Data,Insufficient Data,Restricted,Dark-rumped Rosefinch,Carpodacus edwardsii,Dark-rumped Rosefinch,Carpodacus edwardsii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,FALSE,FALSE,,,,,,,20880,21240,21600,35,9,35,54,12,2,,,,,,
Pink-browed Rosefinch,Carpodacus rodochroa,Low,Insufficient Data,Trend Inconclusive,Moderate,Pink-browed Rosefinch,Carpodacus rodochroa,Pink-browed Rosefinch,Carpodacus rodochroa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Omnivore,Himalayas,FALSE,FALSE,TRUE,Non-specialized,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,FALSE,TRUE,,,,1.2,6.4,11.6,98510,98900,99290,165,13,36,50,11,1,,,Low,Data Deficient,Uncertain,Moderate
Spot-winged Rosefinch,Carpodacus rodopeplus,Moderate,Insufficient Data,Insufficient Data,Restricted,Spot-winged Rosefinch,Carpodacus rodopeplus,Spot-winged Rosefinch,Carpodacus rodopeplus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Himalayas,FALSE,FALSE,TRUE,Non-specialized,Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,,TRUE,FALSE,FALSE,,,,,,,18440,19010,19580,28,7,28,36,13,2,,,Moderate,Data Deficient,Data Deficient,Restricted
Vinaceous Rosefinch,Carpodacus vinaceus,,,,,Vinaceous Rosefinch,Carpodacus vinaceus,Vinaceous Rosefinch,Carpodacus vinaceus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Winter Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,1,,100,100,22,,,,,,,
Pale Rosefinch,Carpodacus stoliczkae,,,,,Pale Rosefinch,Carpodacus stoliczkae,Pale Rosefinch,Carpodacus stoliczkae,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,3,,42,67,11,11,,,,,,
Sillem's Rosefinch,Carpodacus sillemi,,,,,Sillem's Rosefinch,Carpodacus sillemi,Sillem's Rosefinch,Carpodacus sillemi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Uncertain,FALSE,Data Deficient,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,
Streaked Rosefinch,Carpodacus rubicilloides,,,,,Streaked Rosefinch,Carpodacus rubicilloides,Streaked Rosefinch,Carpodacus rubicilloides,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Diurnal,Diurnal,Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,,FALSE,FALSE,FALSE,,,,,,,,,,36,19,20,53,8,1,,,,,,
